Point ID,y,c,gammadot,J_0,J_1,J_2,J_Magnitude,p,x,y,z,Points_Magnitude,Sigma_0,Sigma_1,Sigma_2,Sigma_3,Sigma_4,Sigma_5,Sigma_6,Sigma_7,Sigma_8,Sigma_Magnitude,SigmaP_0,SigmaP_1,SigmaP_2,SigmaP_3,SigmaP_4,SigmaP_5,SigmaP_6,SigmaP_7,SigmaP_8,SigmaP_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
214,0.0003852,0.23037,10.8937,-0.00000290062,6.06317E-10,0,0.00000290062,6.13286,1.50552,0.0003852,0.000005,1.50552,-6.22221,0.0100282,0,0.0100282,-6.22203,0,0,0,-6.22176,10.7768,-0.000893516,0.00563475,0,0.00563475,-0.000714815,0,0,0,-0.000446758,0.00806286,0.00661633,-1.77197E-10,0,0.00661633,1
215,0.000387,0.230732,10.8375,-0.00000289916,6.11313E-10,0,0.00000289916,6.13286,1.50552,0.000387,0.000005,1.50552,-6.22221,0.0099934,0,0.0099934,-6.22203,0,0,0,-6.22176,10.7768,-0.000893549,0.00562263,0,0.00562263,-0.000714841,0,0,0,-0.000446775,0.00804593,0.0066365,-1.71496E-10,0,0.0066365,1
216,0.0003888,0.231094,10.7813,-0.00000289771,6.16308E-10,0,0.00000289771,6.13286,1.50552,0.0003888,0.000005,1.50552,-6.22221,0.0099586,0,0.0099586,-6.22203,0,0,0,-6.22176,10.7768,-0.000893583,0.00561051,0,0.00561051,-0.000714868,0,0,0,-0.000446792,0.008029,0.00665666,-1.65795E-10,0,0.00665666,1
217,0.0003906,0.231456,10.7251,-0.00000289626,6.21303E-10,0,0.00000289626,6.13286,1.50552,0.0003906,0.000005,1.50552,-6.22221,0.00992381,0,0.00992381,-6.22203,0,0,0,-6.22176,10.7768,-0.000893616,0.00559839,0,0.00559839,-0.000714895,0,0,0,-0.000446808,0.00801207,0.00667683,-1.60095E-10,0,0.00667683,1
218,0.0003924,0.231818,10.6688,-0.0000028948,6.26299E-10,0,0.0000028948,6.13286,1.50552,0.0003924,0.000005,1.50552,-6.22221,0.00988901,0,0.00988901,-6.22203,0,0,0,-6.22176,10.7768,-0.00089365,0.00558627,0,0.00558627,-0.000714922,0,0,0,-0.000446825,0.00799514,0.00669699,-1.54394E-10,0,0.00669699,1
219,0.0003942,0.23218,10.6126,-0.00000289335,6.31294E-10,0,0.00000289335,6.13286,1.50552,0.0003942,0.000005,1.50552,-6.22221,0.00985422,0,0.00985422,-6.22203,0,0,0,-6.22176,10.7768,-0.000893683,0.00557415,0,0.00557415,-0.000714949,0,0,0,-0.000446842,0.00797821,0.00671715,-1.48693E-10,0,0.00671715,1
220,0.000396,0.232543,10.5564,-0.0000028919,6.36289E-10,0,0.0000028919,6.13286,1.50552,0.000396,0.000005,1.50552,-6.22221,0.00981942,0,0.00981942,-6.22203,0,0,0,-6.22176,10.7768,-0.000893717,0.00556203,0,0.00556203,-0.000714975,0,0,0,-0.000446859,0.00796128,0.00673732,-1.42993E-10,0,0.00673732,1
221,0.0003978,0.232905,10.5002,-0.00000289044,6.41285E-10,0,0.00000289044,6.13286,1.50552,0.0003978,0.000005,1.50552,-6.22221,0.00978463,0,0.00978463,-6.22203,0,0,0,-6.22176,10.7768,-0.00089375,0.00554991,0,0.00554991,-0.000715002,0,0,0,-0.000446875,0.00794436,0.00675748,-1.37292E-10,0,0.00675748,1
222,0.0003996,0.233267,10.4439,-0.00000288899,6.4628E-10,0,0.00000288899,6.13286,1.50552,0.0003996,0.000005,1.50552,-6.22221,0.00974983,0,0.00974983,-6.22203,0,0,0,-6.22176,10.7768,-0.000893784,0.0055378,0,0.0055378,-0.000715029,0,0,0,-0.000446892,0.00792743,0.00677764,-1.31592E-10,0,0.00677764,1
223,0.0004014,0.233667,10.389,-0.00000288744,6.50896E-10,0,0.00000288744,6.13286,1.50552,0.0004014,0.000005,1.50552,-6.22221,0.00971454,0,0.00971454,-6.22203,0,0,0,-6.22176,10.7768,-0.000893758,0.00552467,0,0.00552467,-0.000715009,0,0,0,-0.000446879,0.00790909,0.00679565,-1.35954E-10,0,0.00679565,1
224,0.0004032,0.234078,10.3344,-0.00000288587,6.55404E-10,0,0.00000288587,6.13286,1.50552,0.0004032,0.000005,1.50552,-6.22221,0.00967911,0,0.00967911,-6.22203,0,0,0,-6.22176,10.7768,-0.000893716,0.00551126,0,0.00551126,-0.000714975,0,0,0,-0.000446858,0.00789035,0.00681304,-1.4319E-10,0,0.00681304,1
225,0.000405,0.23449,10.2797,-0.0000028843,6.59911E-10,0,0.0000028843,6.13286,1.50552,0.000405,0.000005,1.50552,-6.22221,0.00964367,0,0.00964367,-6.22203,0,0,0,-6.22176,10.7768,-0.000893674,0.00549785,0,0.00549785,-0.000714941,0,0,0,-0.000446837,0.00787161,0.00683043,-1.50427E-10,0,0.00683043,1
226,0.0004068,0.234901,10.2251,-0.00000288273,6.64419E-10,0,0.00000288273,6.13286,1.50552,0.0004068,0.000005,1.50552,-6.22221,0.00960824,0,0.00960824,-6.22203,0,0,0,-6.22176,10.7768,-0.000893631,0.00548445,0,0.00548445,-0.000714907,0,0,0,-0.000446816,0.00785287,0.00684782,-1.57664E-10,0,0.00684782,1
227,0.0004086,0.235312,10.1705,-0.00000288115,6.68927E-10,0,0.00000288115,6.13286,1.50552,0.0004086,0.000005,1.50552,-6.22221,0.00957281,0,0.00957281,-6.22203,0,0,0,-6.22176,10.7768,-0.000893589,0.00547104,0,0.00547104,-0.000714874,0,0,0,-0.000446795,0.00783413,0.00686521,-1.64901E-10,0,0.00686521,1
228,0.0004104,0.235723,10.1159,-0.00000287958,6.73434E-10,0,0.00000287958,6.13286,1.50552,0.0004104,0.000005,1.50552,-6.22221,0.00953737,0,0.00953737,-6.22203,0,0,0,-6.22176,10.7768,-0.000893547,0.00545763,0,0.00545763,-0.00071484,0,0,0,-0.000446774,0.0078154,0.0068826,-1.72138E-10,0,0.0068826,1
229,0.0004122,0.236135,10.0613,-0.00000287801,6.77942E-10,0,0.00000287801,6.13286,1.50552,0.0004122,0.000005,1.50552,-6.22221,0.00950194,0,0.00950194,-6.22203,0,0,0,-6.22176,10.7768,-0.000893505,0.00544422,0,0.00544422,-0.000714806,0,0,0,-0.000446753,0.00779666,0.00689999,-1.79375E-10,0,0.00689999,1
230,0.000414,0.236546,10.0067,-0.00000287644,6.8245E-10,0,0.00000287644,6.13286,1.50552,0.000414,0.000005,1.50552,-6.22221,0.0094665,0,0.0094665,-6.22203,0,0,0,-6.22176,10.7768,-0.000893463,0.00543081,0,0.00543081,-0.000714772,0,0,0,-0.000446732,0.00777793,0.00691738,-1.86612E-10,0,0.00691738,1
231,0.0004158,0.236957,9.95207,-0.00000287486,6.86957E-10,0,0.00000287486,6.13286,1.50552,0.0004158,0.000005,1.50552,-6.22221,0.00943107,0,0.00943107,-6.22203,0,0,0,-6.22176,10.7768,-0.00089342,0.0054174,0,0.0054174,-0.000714738,0,0,0,-0.000446711,0.00775919,0.00693477,-1.93849E-10,0,0.00693477,1
232,0.0004176,0.237368,9.89746,-0.00000287329,6.91465E-10,0,0.00000287329,6.13286,1.50552,0.0004176,0.000005,1.50552,-6.22221,0.00939563,0,0.00939563,-6.22203,0,0,0,-6.22176,10.7768,-0.000893378,0.00540399,0,0.00540399,-0.000714705,0,0,0,-0.000446689,0.00774046,0.00695216,-2.01086E-10,0,0.00695216,1
233,0.0004194,0.23778,9.84285,-0.00000287172,6.95973E-10,0,0.00000287172,6.13286,1.50552,0.0004194,0.000005,1.50552,-6.22221,0.0093602,0,0.0093602,-6.22203,0,0,0,-6.22176,10.7768,-0.000893336,0.00539058,0,0.00539058,-0.000714671,0,0,0,-0.000446668,0.00772173,0.00696955,-2.08323E-10,0,0.00696955,1
234,0.0004212,0.238191,9.78823,-0.00000287014,7.0048E-10,0,0.00000287014,6.13286,1.50552,0.0004212,0.000005,1.50552,-6.22221,0.00932477,0,0.00932477,-6.22203,0,0,0,-6.22176,10.7768,-0.000893294,0.00537717,0,0.00537717,-0.000714637,0,0,0,-0.000446647,0.007703,0.00698694,-2.1556E-10,0,0.00698694,1
235,0.000423,0.238602,9.73362,-0.00000286857,7.04988E-10,0,0.00000286857,6.13286,1.50552,0.000423,0.000005,1.50552,-6.22221,0.00928933,0,0.00928933,-6.22203,0,0,0,-6.22176,10.7768,-0.000893251,0.00536376,0,0.00536376,-0.000714603,0,0,0,-0.000446626,0.00768427,0.00700432,-2.22796E-10,0,0.00700432,1
236,0.0004248,0.239013,9.67901,-0.000002867,7.09496E-10,0,0.000002867,6.13286,1.50552,0.0004248,0.000005,1.50552,-6.22221,0.0092539,0,0.0092539,-6.22203,0,0,0,-6.22176,10.7768,-0.000893209,0.00535035,0,0.00535035,-0.000714569,0,0,0,-0.000446605,0.00766554,0.00702171,-2.30033E-10,0,0.00702171,1
237,0.0004266,0.239425,9.62439,-0.00000286543,7.14003E-10,0,0.00000286543,6.13286,1.50552,0.0004266,0.000005,1.50552,-6.22221,0.00921846,0,0.00921846,-6.22203,0,0,0,-6.22176,10.7768,-0.000893167,0.00533695,0,0.00533695,-0.000714536,0,0,0,-0.000446584,0.00764681,0.0070391,-2.3727E-10,0,0.0070391,1
238,0.0004284,0.239836,9.56978,-0.00000286385,7.18511E-10,0,0.00000286385,6.13286,1.50552,0.0004284,0.000005,1.50552,-6.22221,0.00918303,0,0.00918303,-6.22203,0,0,0,-6.22176,10.7768,-0.000893125,0.00532354,0,0.00532354,-0.000714502,0,0,0,-0.000446563,0.00762809,0.00705649,-2.44507E-10,0,0.00705649,1
239,0.0004302,0.240247,9.51517,-0.00000286228,7.23018E-10,0,0.00000286228,6.13286,1.50552,0.0004302,0.000005,1.50552,-6.22221,0.00914759,0,0.00914759,-6.22203,0,0,0,-6.22176,10.7768,-0.000893083,0.00531013,0,0.00531013,-0.000714468,0,0,0,-0.000446542,0.00760936,0.00707388,-2.51744E-10,0,0.00707388,1
240,0.000432,0.240658,9.46056,-0.00000286071,7.27526E-10,0,0.00000286071,6.13286,1.50552,0.000432,0.000005,1.50552,-6.22221,0.00911216,0,0.00911216,-6.22203,0,0,0,-6.22176,10.7768,-0.00089304,0.00529672,0,0.00529672,-0.000714434,0,0,0,-0.000446521,0.00759064,0.00709127,-2.58981E-10,0,0.00709127,1
241,0.0004338,0.24107,9.40594,-0.00000285913,7.32034E-10,0,0.00000285913,6.13286,1.50552,0.0004338,0.000005,1.50552,-6.22221,0.00907673,0,0.00907673,-6.22203,0,0,0,-6.22176,10.7768,-0.000892998,0.00528331,0,0.00528331,-0.000714401,0,0,0,-0.000446499,0.00757192,0.00710866,-2.66218E-10,0,0.00710866,1
242,0.0004356,0.241481,9.35133,-0.00000285756,7.36541E-10,0,0.00000285756,6.13286,1.50552,0.0004356,0.000005,1.50552,-6.22221,0.00904129,0,0.00904129,-6.22203,0,0,0,-6.22176,10.7768,-0.000892956,0.0052699,0,0.0052699,-0.000714367,0,0,0,-0.000446478,0.00755319,0.00712605,-2.73455E-10,0,0.00712605,1
243,0.0004374,0.241892,9.29672,-0.00000285599,7.41049E-10,0,0.00000285599,6.13286,1.50552,0.0004374,0.000005,1.50552,-6.22221,0.00900586,0,0.00900586,-6.22203,0,0,0,-6.22176,10.7768,-0.000892914,0.00525649,0,0.00525649,-0.000714333,0,0,0,-0.000446457,0.00753447,0.00714344,-2.80691E-10,0,0.00714344,1
244,0.0004392,0.242303,9.2421,-0.00000285442,7.45557E-10,0,0.00000285442,6.13286,1.50552,0.0004392,0.000005,1.50552,-6.22221,0.00897042,0,0.00897042,-6.22203,0,0,0,-6.22176,10.7768,-0.000892871,0.00524308,0,0.00524308,-0.000714299,0,0,0,-0.000446436,0.00751575,0.00716083,-2.87928E-10,0,0.00716083,1
245,0.000441,0.242715,9.18749,-0.00000285284,7.50064E-10,0,0.00000285284,6.13286,1.50552,0.000441,0.000005,1.50552,-6.22221,0.00893499,0,0.00893499,-6.22203,0,0,0,-6.22176,10.7768,-0.000892829,0.00522967,0,0.00522967,-0.000714265,0,0,0,-0.000446415,0.00749704,0.00717822,-2.95165E-10,0,0.00717822,1
246,0.0004428,0.243126,9.13288,-0.00000285127,7.54572E-10,0,0.00000285127,6.13286,1.50552,0.0004428,0.000005,1.50552,-6.22221,0.00889955,0,0.00889955,-6.22203,0,0,0,-6.22176,10.7768,-0.000892787,0.00521626,0,0.00521626,-0.000714232,0,0,0,-0.000446394,0.00747832,0.00719561,-3.02402E-10,0,0.00719561,1
247,0.0004446,0.243537,9.07826,-0.0000028497,7.5908E-10,0,0.0000028497,6.13286,1.50552,0.0004446,0.000005,1.50552,-6.22221,0.00886412,0,0.00886412,-6.22203,0,0,0,-6.22176,10.7768,-0.000892745,0.00520285,0,0.00520285,-0.000714198,0,0,0,-0.000446373,0.00745961,0.007213,-3.09639E-10,0,0.007213,1
248,0.0004464,0.243948,9.02365,-0.00000284813,7.63587E-10,0,0.00000284813,6.13286,1.50552,0.0004464,0.000005,1.50552,-6.22221,0.00882869,0,0.00882869,-6.22203,0,0,0,-6.22176,10.7768,-0.000892702,0.00518945,0,0.00518945,-0.000714164,0,0,0,-0.000446352,0.00744089,0.00723039,-3.16876E-10,0,0.00723039,1
249,0.0004482,0.24436,8.96904,-0.00000284655,7.68095E-10,0,0.00000284655,6.13286,1.50552,0.0004482,0.000005,1.50552,-6.22221,0.00879325,0,0.00879325,-6.22203,0,0,0,-6.22176,10.7768,-0.00089266,0.00517604,0,0.00517604,-0.00071413,0,0,0,-0.000446331,0.00742218,0.00724778,-3.24113E-10,0,0.00724778,1
250,0.00045,0.244771,8.91442,-0.00000284498,7.72603E-10,0,0.00000284498,6.13286,1.50552,0.00045,0.000005,1.50552,-6.22221,0.00875782,0,0.00875782,-6.22203,0,0,0,-6.22176,10.7768,-0.000892618,0.00516263,0,0.00516263,-0.000714096,0,0,0,-0.00044631,0.00740347,0.00726517,-3.3135E-10,0,0.00726517,1
251,0.0004518,0.245251,8.86173,-0.00000284245,7.76782E-10,0,0.00000284245,6.13286,1.50552,0.0004518,0.000005,1.50552,-6.22221,0.00872303,0,0.00872303,-6.22203,0,0,0,-6.22176,10.7768,-0.000892655,0.00514909,0,0.00514909,-0.000714126,0,0,0,-0.000446328,0.00738459,0.00727987,-3.21326E-10,0,0.00727987,1
252,0.0004536,0.245732,8.80903,-0.00000283993,7.80961E-10,0,0.00000283993,6.13286,1.50552,0.0004536,0.000005,1.50552,-6.22221,0.00868823,0,0.00868823,-6.22203,0,0,0,-6.22176,10.7768,-0.000892692,0.00513555,0,0.00513555,-0.000714156,0,0,0,-0.000446347,0.00736572,0.00729457,-3.11301E-10,0,0.00729457,1
253,0.0004554,0.246212,8.75634,-0.0000028374,7.8514E-10,0,0.0000028374,6.13286,1.50552,0.0004554,0.000005,1.50552,-6.22221,0.00865344,0,0.00865344,-6.22203,0,0,0,-6.22176,10.7768,-0.000892729,0.00512201,0,0.00512201,-0.000714185,0,0,0,-0.000446365,0.00734685,0.00730927,-3.01277E-10,0,0.00730927,1
254,0.0004572,0.246692,8.70364,-0.00000283487,7.8932E-10,0,0.00000283487,6.13286,1.50552,0.0004572,0.000005,1.50552,-6.22221,0.00861865,0,0.00861865,-6.22203,0,0,0,-6.22176,10.7768,-0.000892766,0.00510847,0,0.00510847,-0.000714215,0,0,0,-0.000446383,0.00732798,0.00732398,-2.91253E-10,0,0.00732398,1
255,0.000459,0.247172,8.65094,-0.00000283235,7.93499E-10,0,0.00000283235,6.13286,1.50552,0.000459,0.000005,1.50552,-6.22221,0.00858386,0,0.00858386,-6.22203,0,0,0,-6.22176,10.7768,-0.000892803,0.00509493,0,0.00509493,-0.000714245,0,0,0,-0.000446402,0.00730912,0.00733868,-2.81229E-10,0,0.00733868,1
256,0.0004608,0.247653,8.59825,-0.00000282982,7.97678E-10,0,0.00000282982,6.13286,1.50552,0.0004608,0.000005,1.50552,-6.22221,0.00854907,0,0.00854907,-6.22203,0,0,0,-6.22176,10.7768,-0.00089284,0.00508139,0,0.00508139,-0.000714275,0,0,0,-0.00044642,0.00729025,0.00735338,-2.71205E-10,0,0.00735338,1
257,0.0004626,0.248133,8.54555,-0.00000282729,8.01857E-10,0,0.00000282729,6.13286,1.50552,0.0004626,0.000005,1.50552,-6.22221,0.00851428,0,0.00851428,-6.22203,0,0,0,-6.22176,10.7768,-0.000892877,0.00506785,0,0.00506785,-0.000714304,0,0,0,-0.000446439,0.00727139,0.00736808,-2.6118E-10,0,0.00736808,1
258,0.0004644,0.248613,8.49285,-0.00000282477,8.06037E-10,0,0.00000282477,6.13286,1.50552,0.0004644,0.000005,1.50552,-6.22221,0.00847949,0,0.00847949,-6.22203,0,0,0,-6.22176,10.7768,-0.000892914,0.00505432,0,0.00505432,-0.000714334,0,0,0,-0.000446457,0.00725252,0.00738279,-2.51156E-10,0,0.00738279,1
259,0.0004662,0.249093,8.44016,-0.00000282224,8.10216E-10,0,0.00000282224,6.13286,1.50552,0.0004662,0.000005,1.50552,-6.22221,0.00844469,0,0.00844469,-6.22203,0,0,0,-6.22176,10.7768,-0.000892951,0.00504078,0,0.00504078,-0.000714364,0,0,0,-0.000446476,0.00723366,0.00739749,-2.41132E-10,0,0.00739749,1
260,0.000468,0.249574,8.38746,-0.00000281971,8.14395E-10,0,0.00000281971,6.13286,1.50552,0.000468,0.000005,1.50552,-6.22221,0.0084099,0,0.0084099,-6.22203,0,0,0,-6.22176,10.7768,-0.000892988,0.00502724,0,0.00502724,-0.000714393,0,0,0,-0.000446494,0.0072148,0.00741219,-2.31108E-10,0,0.00741219,1
261,0.0004698,0.250054,8.33477,-0.00000281718,8.18574E-10,0,0.00000281719,6.13286,1.50552,0.0004698,0.000005,1.50552,-6.22221,0.00837511,0,0.00837511,-6.22203,0,0,0,-6.22176,10.7768,-0.000893025,0.0050137,0,0.0050137,-0.000714423,0,0,0,-0.000446513,0.00719594,0.00742689,-2.21084E-10,0,0.00742689,1
262,0.0004716,0.250534,8.28207,-0.00000281466,8.22753E-10,0,0.00000281466,6.13286,1.50552,0.0004716,0.000005,1.50552,-6.22221,0.00834032,0,0.00834032,-6.22203,0,0,0,-6.22176,10.7768,-0.000893062,0.00500016,0,0.00500016,-0.000714453,0,0,0,-0.000446531,0.00717709,0.00744159,-2.1106E-10,0,0.00744159,1
263,0.0004734,0.251014,8.22937,-0.00000281213,8.26933E-10,0,0.00000281213,6.13286,1.50552,0.0004734,0.000005,1.50552,-6.22221,0.00830553,0,0.00830553,-6.22203,0,0,0,-6.22176,10.7768,-0.000893099,0.00498662,0,0.00498662,-0.000714482,0,0,0,-0.00044655,0.00715823,0.0074563,-2.01035E-10,0,0.0074563,1
264,0.0004752,0.251495,8.17668,-0.0000028096,8.31112E-10,0,0.0000028096,6.13286,1.50552,0.0004752,0.000005,1.50552,-6.22221,0.00827074,0,0.00827074,-6.22203,0,0,0,-6.22176,10.7768,-0.000893136,0.00497308,0,0.00497308,-0.000714512,0,0,0,-0.000446568,0.00713938,0.007471,-1.91011E-10,0,0.007471,1
265,0.000477,0.251975,8.12398,-0.00000280708,8.35291E-10,0,0.00000280708,6.13286,1.50552,0.000477,0.000005,1.50552,-6.22221,0.00823595,0,0.00823595,-6.22203,0,0,0,-6.22176,10.7768,-0.000893173,0.00495954,0,0.00495954,-0.000714542,0,0,0,-0.000446587,0.00712053,0.0074857,-1.80987E-10,0,0.0074857,1
266,0.0004788,0.252455,8.07128,-0.00000280455,8.3947E-10,0,0.00000280455,6.13286,1.50552,0.0004788,0.000005,1.50552,-6.22221,0.00820115,0,0.00820115,-6.22203,0,0,0,-6.22176,10.7768,-0.00089321,0.004946,0,0.004946,-0.000714571,0,0,0,-0.000446605,0.00710168,0.0075004,-1.70963E-10,0,0.0075004,1
267,0.0004806,0.252935,8.01859,-0.00000280202,8.4365E-10,0,0.00000280202,6.13286,1.50552,0.0004806,0.000005,1.50552,-6.22221,0.00816636,0,0.00816636,-6.22203,0,0,0,-6.22176,10.7768,-0.000893247,0.00493247,0,0.00493247,-0.000714601,0,0,0,-0.000446624,0.00708283,0.00751511,-1.60939E-10,0,0.00751511,1
268,0.0004824,0.253416,7.96589,-0.0000027995,8.47829E-10,0,0.0000027995,6.13286,1.50552,0.0004824,0.000005,1.50552,-6.22221,0.00813157,0,0.00813157,-6.22203,0,0,0,-6.22176,10.7768,-0.000893284,0.00491893,0,0.00491893,-0.000714631,0,0,0,-0.000446642,0.00706398,0.00752981,-1.50914E-10,0,0.00752981,1
269,0.0004842,0.253896,7.91319,-0.00000279697,8.52008E-10,0,0.00000279697,6.13286,1.50552,0.0004842,0.000005,1.50552,-6.22221,0.00809678,0,0.00809678,-6.22203,0,0,0,-6.22176,10.7768,-0.000893321,0.00490539,0,0.00490539,-0.00071466,0,0,0,-0.000446661,0.00704513,0.00754451,-1.4089E-10,0,0.00754451,1
270,0.000486,0.254376,7.8605,-0.00000279444,8.56187E-10,0,0.00000279444,6.13286,1.50552,0.000486,0.000005,1.50552,-6.22221,0.00806199,0,0.00806199,-6.22203,0,0,0,-6.22176,10.7768,-0.000893358,0.00489185,0,0.00489185,-0.00071469,0,0,0,-0.000446679,0.00702629,0.00755921,-1.30866E-10,0,0.00755921,1
271,0.0004878,0.254856,7.8078,-0.00000279192,8.60367E-10,0,0.00000279192,6.13286,1.50552,0.0004878,0.000005,1.50552,-6.22221,0.0080272,0,0.0080272,-6.22203,0,0,0,-6.22176,10.7768,-0.000893395,0.00487831,0,0.00487831,-0.00071472,0,0,0,-0.000446698,0.00700745,0.00757392,-1.20842E-10,0,0.00757392,1
272,0.0004896,0.255337,7.75511,-0.00000278939,8.64546E-10,0,0.00000278939,6.13286,1.50552,0.0004896,0.000005,1.50552,-6.22221,0.00799241,0,0.00799241,-6.22203,0,0,0,-6.22176,10.7768,-0.000893432,0.00486477,0,0.00486477,-0.000714749,0,0,0,-0.000446716,0.00698861,0.00758862,-1.10818E-10,0,0.00758862,1
273,0.0004914,0.255817,7.70241,-0.00000278686,8.68725E-10,0,0.00000278686,6.13286,1.50552,0.0004914,0.000005,1.50552,-6.22221,0.00795761,0,0.00795761,-6.22203,0,0,0,-6.22176,10.7768,-0.000893469,0.00485123,0,0.00485123,-0.000714779,0,0,0,-0.000446735,0.00696977,0.00760332,-1.00793E-10,0,0.00760332,1
274,0.0004932,0.256297,7.64971,-0.00000278434,8.72904E-10,0,0.00000278434,6.13286,1.50552,0.0004932,0.000005,1.50552,-6.22221,0.00792282,0,0.00792282,-6.22203,0,0,0,-6.22176,10.7768,-0.000893506,0.00483769,0,0.00483769,-0.000714809,0,0,0,-0.000446753,0.00695093,0.00761802,-9.07696E-11,0,0.00761802,1
275,0.000495,0.256777,7.59702,-0.00000278181,8.77084E-10,0,0.00000278181,6.13286,1.50552,0.000495,0.000005,1.50552,-6.22221,0.00788803,0,0.00788803,-6.22203,0,0,0,-6.22176,10.7768,-0.000893543,0.00482415,0,0.00482415,-0.000714838,0,0,0,-0.000446772,0.00693209,0.00763272,-8.07453E-11,0,0.00763272,1
276,0.0004968,0.257258,7.54432,-0.00000277928,8.81263E-10,0,0.00000277928,6.13286,1.50552,0.0004968,0.000005,1.50552,-6.22221,0.00785324,0,0.00785324,-6.22203,0,0,0,-6.22176,10.7768,-0.00089358,0.00481061,0,0.00481061,-0.000714868,0,0,0,-0.00044679,0.00691326,0.00764743,-7.0721E-11,0,0.00764743,1
277,0.0004986,0.257738,7.49162,-0.00000277676,8.85442E-10,0,0.00000277676,6.13286,1.50552,0.0004986,0.000005,1.50552,-6.22221,0.00781845,0,0.00781845,-6.22203,0,0,0,-6.22176,10.7768,-0.000893617,0.00479708,0,0.00479708,-0.000714898,0,0,0,-0.000446809,0.00689443,0.00766213,-6.06968E-11,0,0.00766213,1
278,0.0005004,0.258235,7.43945,-0.00000277415,8.8937E-10,0,0.00000277415,6.13286,1.50552,0.0005004,0.000005,1.50552,-6.22221,0.00778351,0,0.00778351,-6.22203,0,0,0,-6.22176,10.7768,-0.000893634,0.00478318,0,0.00478318,-0.000714912,0,0,0,-0.000446818,0.0068751,0.00767626,-5.44409E-11,0,0.00767626,1
279,0.0005022,0.258793,7.38907,-0.00000277125,8.9242E-10,0,0.00000277125,6.13286,1.50552,0.0005022,0.000005,1.50552,-6.22221,0.00774807,0,0.00774807,-6.22203,0,0,0,-6.22176,10.7768,-0.000893583,0.00476806,0,0.00476806,-0.00071487,0,0,0,-0.000446792,0.00685404,0.00768838,-6.13755E-11,0,0.00768838,1
280,0.000504,0.259351,7.3387,-0.00000276835,8.95469E-10,0,0.00000276835,6.13286,1.50552,0.000504,0.000005,1.50552,-6.22221,0.00771263,0,0.00771263,-6.22203,0,0,0,-6.22176,10.7768,-0.000893531,0.00475293,0,0.00475293,-0.000714829,0,0,0,-0.000446766,0.00683299,0.0077005,-6.831E-11,0,0.0077005,1
281,0.0005058,0.259908,7.28833,-0.00000276546,8.98519E-10,0,0.00000276546,6.13286,1.50552,0.0005058,0.000005,1.50552,-6.22221,0.00767719,0,0.00767719,-6.22203,0,0,0,-6.22176,10.7768,-0.00089348,0.00473781,0,0.00473781,-0.000714788,0,0,0,-0.00044674,0.00681193,0.00771262,-7.52446E-11,0,0.00771262,1
282,0.0005076,0.260466,7.23796,-0.00000276256,9.01568E-10,0,0.00000276256,6.13286,1.50552,0.0005076,0.000005,1.50552,-6.22221,0.00764175,0,0.00764175,-6.22203,0,0,0,-6.22176,10.7768,-0.000893428,0.00472268,0,0.00472268,-0.000714747,0,0,0,-0.000446715,0.00679088,0.00772474,-8.21789E-11,0,0.00772474,1
283,0.0005094,0.261024,7.18759,-0.00000275967,9.04618E-10,0,0.00000275967,6.13286,1.50552,0.0005094,0.000005,1.50552,-6.22221,0.00760631,0,0.00760631,-6.22203,0,0,0,-6.22176,10.7768,-0.000893377,0.00470755,0,0.00470755,-0.000714705,0,0,0,-0.000446689,0.00676983,0.00773686,-8.91135E-11,0,0.00773686,1
284,0.0005112,0.261581,7.13722,-0.00000275677,9.07667E-10,0,0.00000275677,6.13286,1.50552,0.0005112,0.000005,1.50552,-6.22221,0.00757087,0,0.00757087,-6.22203,0,0,0,-6.22176,10.7768,-0.000893325,0.00469243,0,0.00469243,-0.000714664,0,0,0,-0.000446663,0.00674878,0.00774898,-9.6048E-11,0,0.00774898,1
285,0.000513,0.262139,7.08684,-0.00000275388,9.10717E-10,0,0.00000275388,6.13286,1.50552,0.000513,0.000005,1.50552,-6.22221,0.00753543,0,0.00753543,-6.22203,0,0,0,-6.22176,10.7768,-0.000893274,0.0046773,0,0.0046773,-0.000714623,0,0,0,-0.000446637,0.00672774,0.0077611,-1.02983E-10,0,0.0077611,1
286,0.0005148,0.262697,7.03647,-0.00000275098,9.13766E-10,0,0.00000275098,6.13286,1.50552,0.0005148,0.000005,1.50552,-6.22221,0.00749999,0,0.00749999,-6.22203,0,0,0,-6.22176,10.7768,-0.000893222,0.00466218,0,0.00466218,-0.000714582,0,0,0,-0.000446612,0.00670669,0.00777322,-1.09917E-10,0,0.00777322,1
287,0.0005166,0.263254,6.9861,-0.00000274808,9.16815E-10,0,0.00000274808,6.13286,1.50552,0.0005166,0.000005,1.50552,-6.22221,0.00746455,0,0.00746455,-6.22203,0,0,0,-6.22176,10.7768,-0.000893171,0.00464705,0,0.00464705,-0.000714541,0,0,0,-0.000446586,0.00668565,0.00778534,-1.16851E-10,0,0.00778534,1
288,0.0005184,0.263812,6.93573,-0.00000274519,9.19865E-10,0,0.00000274519,6.13286,1.50552,0.0005184,0.000005,1.50552,-6.22221,0.0074291,0,0.0074291,-6.22203,0,0,0,-6.22176,10.7768,-0.000893119,0.00463192,0,0.00463192,-0.000714499,0,0,0,-0.00044656,0.00666461,0.00779746,-1.23786E-10,0,0.00779746,1
