Point ID,y,c,gammadot,J_0,J_1,J_2,J_Magnitude,p,x,y,z,Points_Magnitude,Sigma_0,Sigma_1,Sigma_2,Sigma_3,Sigma_4,Sigma_5,Sigma_6,Sigma_7,Sigma_8,Sigma_Magnitude,SigmaP_0,SigmaP_1,SigmaP_2,SigmaP_3,SigmaP_4,SigmaP_5,SigmaP_6,SigmaP_7,SigmaP_8,SigmaP_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
551,0.0009918,0.411759,0.750304,-0.00000160836,-5.1632E-10,0,0.00000160836,6.13287,1.50552,0.0009918,0.000005,1.50552,-6.22221,-0.00183898,0,-0.00183898,-6.22203,0,0,0,-6.22176,10.7768,-0.000892579,-0.00153638,0,-0.00153638,-0.000714075,0,0,0,-0.000446286,0.00249533,0.00878811,-7.58284E-10,0,0.00878811,1
552,0.0009936,0.410514,0.767933,-0.0000016171,-5.29428E-10,0,0.0000016171,6.13287,1.50552,0.0009936,0.000005,1.50552,-6.22221,-0.00187365,0,-0.00187365,-6.22203,0,0,0,-6.22176,10.7768,-0.000892739,-0.00156394,0,-0.00156394,-0.000714204,0,0,0,-0.000446366,0.00252945,0.00878714,-8.30782E-10,0,0.00878714,1
553,0.0009954,0.409269,0.785563,-0.00000162584,-5.42535E-10,0,0.00000162584,6.13287,1.50552,0.0009954,0.000005,1.50552,-6.22221,-0.00190832,0,-0.00190832,-6.22203,0,0,0,-6.22177,10.7768,-0.000892899,-0.0015915,0,-0.0015915,-0.000714334,0,0,0,-0.000446446,0.00256371,0.00878618,-9.03279E-10,0,0.00878618,1
554,0.0009972,0.408024,0.803193,-0.00000163458,-5.55643E-10,0,0.00000163459,6.13287,1.50552,0.0009972,0.000005,1.50552,-6.22221,-0.00194299,0,-0.00194299,-6.22203,0,0,0,-6.22177,10.7768,-0.000893059,-0.00161906,0,-0.00161906,-0.000714464,0,0,0,-0.000446527,0.0025981,0.00878522,-9.75776E-10,0,0.00878522,1
555,0.000999,0.406779,0.820823,-0.00000164333,-5.68751E-10,0,0.00000164333,6.13287,1.50552,0.000999,0.000005,1.50552,-6.22221,-0.00197766,0,-0.00197766,-6.22203,0,0,0,-6.22177,10.7768,-0.00089322,-0.00164662,0,-0.00164662,-0.000714593,0,0,0,-0.000446607,0.00263262,0.00878425,-0.00000000104827,0,0.00878425,1
556,0.0010008,0.405532,0.841836,-0.00000165314,-5.80864E-10,0,0.00000165314,6.13287,1.50552,0.0010008,0.000005,1.50552,-6.22221,-0.00201196,0,-0.00201196,-6.22203,0,0,0,-6.22177,10.7768,-0.000893264,-0.00167245,0,-0.00167245,-0.000714629,0,0,0,-0.000446629,0.00266501,0.00878282,-0.00000000107702,0,0.00878282,1
557,0.0010026,0.404283,0.867081,-0.00000166429,-5.91736E-10,0,0.00000166429,6.13287,1.50552,0.0010026,0.000005,1.50552,-6.22221,-0.00204581,0,-0.00204581,-6.22203,0,0,0,-6.22177,10.7768,-0.000893165,-0.00169611,0,-0.00169611,-0.000714548,0,0,0,-0.00044658,0.00269469,0.00878079,-0.00000000105107,0,0.00878079,1
558,0.0010044,0.403033,0.892326,-0.00000167545,-6.02608E-10,0,0.00000167545,6.13287,1.50552,0.0010044,0.000005,1.50552,-6.22221,-0.00207965,0,-0.00207965,-6.22203,0,0,0,-6.22177,10.7768,-0.000893066,-0.00171978,0,-0.00171978,-0.000714467,0,0,0,-0.00044653,0.00272446,0.00877876,-0.00000000102513,0,0.00877876,1
559,0.0010062,0.401783,0.91757,-0.0000016866,-6.1348E-10,0,0.0000016866,6.13287,1.50552,0.0010062,0.000005,1.50552,-6.22221,-0.00211349,0,-0.00211349,-6.22203,0,0,0,-6.22176,10.7768,-0.000892967,-0.00174344,0,-0.00174344,-0.000714386,0,0,0,-0.000446481,0.00275431,0.00877673,-9.99181E-10,0,0.00877673,1
560,0.001008,0.400534,0.942815,-0.00000169775,-6.24352E-10,0,0.00000169775,6.13287,1.50552,0.001008,0.000005,1.50552,-6.22221,-0.00214734,0,-0.00214734,-6.22203,0,0,0,-6.22176,10.7768,-0.000892868,-0.0017671,0,-0.0017671,-0.000714304,0,0,0,-0.000446431,0.00278425,0.0087747,-9.73234E-10,0,0.0087747,1
561,0.0010098,0.399284,0.96806,-0.00000170891,-6.35224E-10,0,0.00000170891,6.13287,1.50552,0.0010098,0.000005,1.50552,-6.22221,-0.00218118,0,-0.00218118,-6.22203,0,0,0,-6.22176,10.7768,-0.000892769,-0.00179076,0,-0.00179076,-0.000714223,0,0,0,-0.000446382,0.00281426,0.00877267,-9.47288E-10,0,0.00877267,1
562,0.0010116,0.398034,0.993305,-0.00000172006,-6.46096E-10,0,0.00000172006,6.13287,1.50552,0.0010116,0.000005,1.50552,-6.22221,-0.00221503,0,-0.00221503,-6.22203,0,0,0,-6.22176,10.7768,-0.00089267,-0.00181443,0,-0.00181443,-0.000714142,0,0,0,-0.000446332,0.00284435,0.00877065,-9.21342E-10,0,0.00877065,1
563,0.0010134,0.396785,1.01855,-0.00000173121,-6.56968E-10,0,0.00000173121,6.13287,1.50552,0.0010134,0.000005,1.50552,-6.22221,-0.00224887,0,-0.00224887,-6.22203,0,0,0,-6.22176,10.7768,-0.000892571,-0.00183809,0,-0.00183809,-0.000714061,0,0,0,-0.000446283,0.00287452,0.00876862,-8.95395E-10,0,0.00876862,1
564,0.0010152,0.395535,1.04379,-0.00000174237,-6.67839E-10,0,0.00000174237,6.13287,1.50552,0.0010152,0.000005,1.50552,-6.22221,-0.00228271,0,-0.00228271,-6.22203,0,0,0,-6.22176,10.7768,-0.000892472,-0.00186175,0,-0.00186175,-0.000713979,0,0,0,-0.000446234,0.00290476,0.00876659,-8.69451E-10,0,0.00876659,1
565,0.001017,0.394285,1.06904,-0.00000175352,-6.78711E-10,0,0.00000175352,6.13287,1.50552,0.001017,0.000005,1.50552,-6.22221,-0.00231655,0,-0.00231655,-6.22203,0,0,0,-6.22176,10.7768,-0.000892373,-0.00188541,0,-0.00188541,-0.000713898,0,0,0,-0.000446184,0.00293507,0.00876456,-8.43504E-10,0,0.00876456,1
566,0.0010188,0.393036,1.09428,-0.00000176467,-6.89583E-10,0,0.00000176467,6.13287,1.50552,0.0010188,0.000005,1.50552,-6.22221,-0.0023504,0,-0.0023504,-6.22203,0,0,0,-6.22176,10.7768,-0.000892274,-0.00190907,0,-0.00190907,-0.000713817,0,0,0,-0.000446135,0.00296544,0.00876253,-8.17558E-10,0,0.00876253,1
567,0.0010206,0.391786,1.11953,-0.00000177583,-7.00455E-10,0,0.00000177583,6.13287,1.50552,0.0010206,0.000005,1.50552,-6.22221,-0.00238424,0,-0.00238424,-6.22203,0,0,0,-6.22176,10.7768,-0.000892175,-0.00193274,0,-0.00193274,-0.000713736,0,0,0,-0.000446085,0.00299589,0.0087605,-7.91612E-10,0,0.0087605,1
568,0.0010224,0.390537,1.14477,-0.00000178698,-7.11327E-10,0,0.00000178698,6.13287,1.50552,0.0010224,0.000005,1.50552,-6.22221,-0.00241809,0,-0.00241809,-6.22203,0,0,0,-6.22176,10.7768,-0.000892076,-0.0019564,0,-0.0019564,-0.000713655,0,0,0,-0.000446036,0.00302639,0.00875848,-7.65665E-10,0,0.00875848,1
569,0.0010242,0.389287,1.17002,-0.00000179813,-7.22199E-10,0,0.00000179813,6.13287,1.50552,0.0010242,0.000005,1.50552,-6.22221,-0.00245193,0,-0.00245193,-6.22203,0,0,0,-6.22176,10.7768,-0.000891977,-0.00198006,0,-0.00198006,-0.000713573,0,0,0,-0.000445986,0.00305696,0.00875645,-7.39719E-10,0,0.00875645,1
570,0.001026,0.388037,1.19526,-0.00000180928,-7.33071E-10,0,0.00000180928,6.13287,1.50552,0.001026,0.000005,1.50552,-6.22221,-0.00248577,0,-0.00248577,-6.22203,0,0,0,-6.22176,10.7768,-0.000891878,-0.00200372,0,-0.00200372,-0.000713492,0,0,0,-0.000445937,0.00308759,0.00875442,-7.13773E-10,0,0.00875442,1
571,0.0010278,0.386788,1.22051,-0.00000182044,-7.43943E-10,0,0.00000182044,6.13287,1.50552,0.0010278,0.000005,1.50552,-6.22221,-0.00251962,0,-0.00251962,-6.22203,0,0,0,-6.22176,10.7768,-0.000891779,-0.00202739,0,-0.00202739,-0.000713411,0,0,0,-0.000445887,0.00311827,0.00875239,-6.87826E-10,0,0.00875239,1
572,0.0010296,0.385538,1.24575,-0.00000183159,-7.54815E-10,0,0.00000183159,6.13287,1.50552,0.0010296,0.000005,1.50552,-6.22221,-0.00255346,0,-0.00255346,-6.22203,0,0,0,-6.22176,10.7768,-0.00089168,-0.00205105,0,-0.00205105,-0.00071333,0,0,0,-0.000445838,0.00314902,0.00875036,-6.6188E-10,0,0.00875036,1
573,0.0010314,0.384288,1.27099,-0.00000184274,-7.65687E-10,0,0.00000184274,6.13287,1.50552,0.0010314,0.000005,1.50552,-6.22221,-0.0025873,0,-0.0025873,-6.22203,0,0,0,-6.22176,10.7768,-0.000891581,-0.00207471,0,-0.00207471,-0.000713249,0,0,0,-0.000445788,0.00317981,0.00874833,-6.35935E-10,0,0.00874833,1
574,0.0010332,0.383039,1.29624,-0.0000018539,-7.76559E-10,0,0.0000018539,6.13287,1.50552,0.0010332,0.000005,1.50552,-6.22221,-0.00262115,0,-0.00262115,-6.22203,0,0,0,-6.22176,10.7768,-0.000891482,-0.00209837,0,-0.00209837,-0.000713167,0,0,0,-0.000445739,0.00321067,0.00874631,-6.09989E-10,0,0.00874631,1
575,0.001035,0.381789,1.32148,-0.00000186505,-7.87431E-10,0,0.00000186505,6.13287,1.50552,0.001035,0.000005,1.50552,-6.22221,-0.00265499,0,-0.00265499,-6.22203,0,0,0,-6.22176,10.7768,-0.000891383,-0.00212204,0,-0.00212204,-0.000713086,0,0,0,-0.000445689,0.00324157,0.00874428,-5.84043E-10,0,0.00874428,1
576,0.0010368,0.380539,1.34673,-0.0000018762,-7.98303E-10,0,0.0000018762,6.13287,1.50552,0.0010368,0.000005,1.50552,-6.22221,-0.00268883,0,-0.00268883,-6.22203,0,0,0,-6.22176,10.7768,-0.000891284,-0.0021457,0,-0.0021457,-0.000713005,0,0,0,-0.00044564,0.00327252,0.00874225,-5.58096E-10,0,0.00874225,1
577,0.0010386,0.37929,1.37197,-0.00000188736,-8.09175E-10,0,0.00000188736,6.13287,1.50552,0.0010386,0.000005,1.50552,-6.22221,-0.00272268,0,-0.00272268,-6.22203,0,0,0,-6.22176,10.7768,-0.000891185,-0.00216936,0,-0.00216936,-0.000712924,0,0,0,-0.000445591,0.00330353,0.00874022,-5.3215E-10,0,0.00874022,1
578,0.0010404,0.37804,1.39722,-0.00000189851,-8.20047E-10,0,0.00000189851,6.13287,1.50552,0.0010404,0.000005,1.50552,-6.22221,-0.00275652,0,-0.00275652,-6.22203,0,0,0,-6.22176,10.7768,-0.000891086,-0.00219302,0,-0.00219302,-0.000712843,0,0,0,-0.000445541,0.00333458,0.00873819,-5.06204E-10,0,0.00873819,1
579,0.0010422,0.376791,1.42246,-0.00000190966,-8.30919E-10,0,0.00000190966,6.13287,1.50552,0.0010422,0.000005,1.50552,-6.22221,-0.00279037,0,-0.00279037,-6.22203,0,0,0,-6.22176,10.7768,-0.000890987,-0.00221669,0,-0.00221669,-0.000712761,0,0,0,-0.000445492,0.00336567,0.00873616,-4.80257E-10,0,0.00873616,1
580,0.001044,0.375541,1.44771,-0.00000192082,-8.41791E-10,0,0.00000192082,6.13287,1.50552,0.001044,0.000005,1.50552,-6.22221,-0.00282421,0,-0.00282421,-6.22203,0,0,0,-6.22176,10.7768,-0.000890888,-0.00224035,0,-0.00224035,-0.00071268,0,0,0,-0.000445442,0.00339681,0.00873414,-4.54311E-10,0,0.00873414,1
581,0.0010458,0.374291,1.47295,-0.00000193197,-8.52662E-10,0,0.00000193197,6.13287,1.50552,0.0010458,0.000005,1.50552,-6.22221,-0.00285805,0,-0.00285805,-6.22203,0,0,0,-6.22176,10.7768,-0.000890789,-0.00226401,0,-0.00226401,-0.000712599,0,0,0,-0.000445393,0.003428,0.00873211,-4.28366E-10,0,0.00873211,1
582,0.0010476,0.373042,1.4982,-0.00000194312,-8.63534E-10,0,0.00000194312,6.13287,1.50552,0.0010476,0.000005,1.50552,-6.22221,-0.00289189,0,-0.00289189,-6.22203,0,0,0,-6.22176,10.7768,-0.00089069,-0.00228767,0,-0.00228767,-0.000712518,0,0,0,-0.000445343,0.00345922,0.00873008,-4.0242E-10,0,0.00873008,1
583,0.0010494,0.371792,1.52344,-0.00000195427,-8.74406E-10,0,0.00000195427,6.13287,1.50552,0.0010494,0.000005,1.50552,-6.22221,-0.00292574,0,-0.00292574,-6.22203,0,0,0,-6.22176,10.7768,-0.000890591,-0.00231133,0,-0.00231133,-0.000712437,0,0,0,-0.000445294,0.00349049,0.00872805,-3.76474E-10,0,0.00872805,1
584,0.0010512,0.370639,1.55361,-0.00000196388,-8.81526E-10,0,0.00000196388,6.13287,1.50552,0.0010512,0.000005,1.50552,-6.22221,-0.00296024,0,-0.00296024,-6.22203,0,0,0,-6.22176,10.7768,-0.000890622,-0.00233367,0,-0.00233367,-0.000712462,0,0,0,-0.000445309,0.00352011,0.00872505,-3.75068E-10,0,0.00872505,1
585,0.001053,0.369534,1.58625,-0.00000197272,-8.86769E-10,0,0.00000197272,6.13287,1.50552,0.001053,0.000005,1.50552,-6.22221,-0.00299508,0,-0.00299508,-6.22203,0,0,0,-6.22176,10.7768,-0.000890719,-0.00235535,0,-0.00235535,-0.000712541,0,0,0,-0.000445358,0.00354891,0.00872156,-3.85932E-10,0,0.00872156,1
586,0.0010548,0.368428,1.61888,-0.00000198156,-8.92012E-10,0,0.00000198156,6.13287,1.50552,0.0010548,0.000005,1.50552,-6.22221,-0.00302992,0,-0.00302992,-6.22203,0,0,0,-6.22176,10.7768,-0.000890816,-0.00237702,0,-0.00237702,-0.000712619,0,0,0,-0.000445406,0.00357774,0.00871808,-3.96795E-10,0,0.00871808,1
587,0.0010566,0.367323,1.65152,-0.00000199039,-8.97256E-10,0,0.00000199039,6.13287,1.50552,0.0010566,0.000005,1.50552,-6.22221,-0.00306475,0,-0.00306475,-6.22203,0,0,0,-6.22176,10.7768,-0.000890912,-0.0023987,0,-0.0023987,-0.000712698,0,0,0,-0.000445454,0.0036066,0.00871459,-4.07659E-10,0,0.00871459,1
588,0.0010584,0.366218,1.68415,-0.00000199923,-9.02499E-10,0,0.00000199923,6.13287,1.50552,0.0010584,0.000005,1.50552,-6.22221,-0.00309959,0,-0.00309959,-6.22203,0,0,0,-6.22176,10.7768,-0.000891009,-0.00242037,0,-0.00242037,-0.000712777,0,0,0,-0.000445503,0.00363549,0.0087111,-4.18523E-10,0,0.0087111,1
589,0.0010602,0.365113,1.71678,-0.00000200806,-9.07742E-10,0,0.00000200806,6.13287,1.50552,0.0010602,0.000005,1.50552,-6.22221,-0.00313442,0,-0.00313442,-6.22203,0,0,0,-6.22176,10.7768,-0.000891106,-0.00244204,0,-0.00244204,-0.000712855,0,0,0,-0.000445551,0.00366441,0.00870761,-4.29387E-10,0,0.00870761,1
590,0.001062,0.364008,1.74942,-0.0000020169,-9.12985E-10,0,0.0000020169,6.13287,1.50552,0.001062,0.000005,1.50552,-6.22221,-0.00316926,0,-0.00316926,-6.22203,0,0,0,-6.22176,10.7768,-0.000891202,-0.00246372,0,-0.00246372,-0.000712934,0,0,0,-0.0004456,0.00369336,0.00870413,-4.40251E-10,0,0.00870413,1
591,0.0010638,0.362903,1.78205,-0.00000202574,-9.18229E-10,0,0.00000202574,6.13287,1.50552,0.0010638,0.000005,1.50552,-6.22221,-0.0032041,0,-0.0032041,-6.22203,0,0,0,-6.22176,10.7768,-0.000891299,-0.00248539,0,-0.00248539,-0.000713013,0,0,0,-0.000445648,0.00372233,0.00870064,-4.51115E-10,0,0.00870064,1
592,0.0010656,0.361798,1.81469,-0.00000203457,-9.23472E-10,0,0.00000203457,6.13287,1.50552,0.0010656,0.000005,1.50552,-6.22221,-0.00323893,0,-0.00323893,-6.22203,0,0,0,-6.22176,10.7768,-0.000891395,-0.00250707,0,-0.00250707,-0.000713091,0,0,0,-0.000445696,0.00375133,0.00869715,-4.61979E-10,0,0.00869715,1
593,0.0010674,0.360693,1.84732,-0.00000204341,-9.28715E-10,0,0.00000204341,6.13287,1.50552,0.0010674,0.000005,1.50552,-6.22221,-0.00327377,0,-0.00327377,-6.22203,0,0,0,-6.22176,10.7768,-0.000891492,-0.00252874,0,-0.00252874,-0.00071317,0,0,0,-0.000445745,0.00378036,0.00869367,-4.72843E-10,0,0.00869367,1
594,0.0010692,0.359587,1.87996,-0.00000205224,-9.33959E-10,0,0.00000205224,6.13287,1.50552,0.0010692,0.000005,1.50552,-6.22221,-0.00330861,0,-0.00330861,-6.22203,0,0,0,-6.22176,10.7768,-0.000891589,-0.00255042,0,-0.00255042,-0.000713249,0,0,0,-0.000445793,0.00380942,0.00869018,-4.83707E-10,0,0.00869018,1
595,0.001071,0.358482,1.91259,-0.00000206108,-9.39202E-10,0,0.00000206108,6.13287,1.50552,0.001071,0.000005,1.50552,-6.22221,-0.00334344,0,-0.00334344,-6.22203,0,0,0,-6.22176,10.7768,-0.000891685,-0.00257209,0,-0.00257209,-0.000713327,0,0,0,-0.000445841,0.00383849,0.00868669,-4.9457E-10,0,0.00868669,1
596,0.0010728,0.357377,1.94523,-0.00000206992,-9.44445E-10,0,0.00000206992,6.13287,1.50552,0.0010728,0.000005,1.50552,-6.22221,-0.00337828,0,-0.00337828,-6.22203,0,0,0,-6.22176,10.7768,-0.000891782,-0.00259377,0,-0.00259377,-0.000713406,0,0,0,-0.00044589,0.0038676,0.0086832,-5.05434E-10,0,0.0086832,1
597,0.0010746,0.356272,1.97786,-0.00000207875,-9.49689E-10,0,0.00000207875,6.13287,1.50552,0.0010746,0.000005,1.50552,-6.22221,-0.00341311,0,-0.00341311,-6.22203,0,0,0,-6.22176,10.7768,-0.000891878,-0.00261544,0,-0.00261544,-0.000713485,0,0,0,-0.000445938,0.00389672,0.00867972,-5.16298E-10,0,0.00867972,1
598,0.0010764,0.355167,2.0105,-0.00000208759,-9.54932E-10,0,0.00000208759,6.13287,1.50552,0.0010764,0.000005,1.50552,-6.22221,-0.00344795,0,-0.00344795,-6.22203,0,0,0,-6.22176,10.7768,-0.000891975,-0.00263711,0,-0.00263711,-0.000713563,0,0,0,-0.000445986,0.00392587,0.00867623,-5.27162E-10,0,0.00867623,1
599,0.0010782,0.354062,2.04313,-0.00000209642,-9.60175E-10,0,0.00000209642,6.13287,1.50552,0.0010782,0.000005,1.50552,-6.22221,-0.00348279,0,-0.00348279,-6.22203,0,0,0,-6.22176,10.7768,-0.000892072,-0.00265879,0,-0.00265879,-0.000713642,0,0,0,-0.000446035,0.00395504,0.00867274,-5.38026E-10,0,0.00867274,1
600,0.00108,0.352957,2.07577,-0.00000210526,-9.65418E-10,0,0.00000210526,6.13287,1.50552,0.00108,0.000005,1.50552,-6.22221,-0.00351762,0,-0.00351762,-6.22203,0,0,0,-6.22176,10.7768,-0.000892168,-0.00268046,0,-0.00268046,-0.000713721,0,0,0,-0.000446083,0.00398423,0.00866926,-5.4889E-10,0,0.00866926,1
601,0.0010818,0.351851,2.1084,-0.0000021141,-9.70662E-10,0,0.0000021141,6.13287,1.50552,0.0010818,0.000005,1.50552,-6.22221,-0.00355246,0,-0.00355246,-6.22203,0,0,0,-6.22176,10.7768,-0.000892265,-0.00270214,0,-0.00270214,-0.000713799,0,0,0,-0.000446131,0.00401345,0.00866577,-5.59754E-10,0,0.00866577,1
602,0.0010836,0.350746,2.14104,-0.00000212293,-9.75905E-10,0,0.00000212293,6.13287,1.50552,0.0010836,0.000005,1.50552,-6.22221,-0.00358729,0,-0.00358729,-6.22203,0,0,0,-6.22176,10.7768,-0.000892362,-0.00272381,0,-0.00272381,-0.000713878,0,0,0,-0.00044618,0.00404269,0.00866228,-5.70618E-10,0,0.00866228,1
603,0.0010854,0.349641,2.17367,-0.00000213177,-9.81148E-10,0,0.00000213177,6.13287,1.50552,0.0010854,0.000005,1.50552,-6.22221,-0.00362213,0,-0.00362213,-6.22203,0,0,0,-6.22176,10.7768,-0.000892458,-0.00274549,0,-0.00274549,-0.000713957,0,0,0,-0.000446228,0.00407195,0.00865879,-5.81482E-10,0,0.00865879,1
604,0.0010872,0.348536,2.20631,-0.0000021406,-9.86392E-10,0,0.0000021406,6.13287,1.50552,0.0010872,0.000005,1.50552,-6.22221,-0.00365697,0,-0.00365697,-6.22203,0,0,0,-6.22176,10.7768,-0.000892555,-0.00276716,0,-0.00276716,-0.000714035,0,0,0,-0.000446276,0.00410122,0.00865531,-5.92346E-10,0,0.00865531,1
605,0.001089,0.347431,2.23894,-0.00000214944,-9.91635E-10,0,0.00000214944,6.13287,1.50552,0.001089,0.000005,1.50552,-6.22221,-0.0036918,0,-0.0036918,-6.22203,0,0,0,-6.22176,10.7768,-0.000892651,-0.00278884,0,-0.00278884,-0.000714114,0,0,0,-0.000446325,0.00413052,0.00865182,-6.03209E-10,0,0.00865182,1
606,0.0010908,0.346326,2.27157,-0.00000215828,-9.96878E-10,0,0.00000215828,6.13287,1.50552,0.0010908,0.000005,1.50552,-6.22221,-0.00372664,0,-0.00372664,-6.22203,0,0,0,-6.22176,10.7768,-0.000892748,-0.00281051,0,-0.00281051,-0.000714193,0,0,0,-0.000446373,0.00415984,0.00864833,-6.14073E-10,0,0.00864833,1
607,0.0010926,0.345221,2.30421,-0.00000216711,-0.00000000100212,0,0.00000216711,6.13287,1.50552,0.0010926,0.000005,1.50552,-6.22221,-0.00376147,0,-0.00376147,-6.22203,0,0,0,-6.22176,10.7768,-0.000892845,-0.00283219,0,-0.00283219,-0.000714271,0,0,0,-0.000446421,0.00418918,0.00864485,-6.24937E-10,0,0.00864485,1
608,0.0010944,0.344115,2.33684,-0.00000217595,-0.00000000100736,0,0.00000217595,6.13287,1.50552,0.0010944,0.000005,1.50552,-6.22221,-0.00379631,0,-0.00379631,-6.22203,0,0,0,-6.22176,10.7768,-0.000892941,-0.00285386,0,-0.00285386,-0.00071435,0,0,0,-0.00044647,0.00421853,0.00864136,-6.35801E-10,0,0.00864136,1
609,0.0010962,0.34301,2.36948,-0.00000218478,-0.00000000101261,0,0.00000218478,6.13287,1.50552,0.0010962,0.000005,1.50552,-6.22221,-0.00383115,0,-0.00383115,-6.22203,0,0,0,-6.22176,10.7768,-0.000893038,-0.00287553,0,-0.00287553,-0.000714429,0,0,0,-0.000446518,0.00424791,0.00863787,-6.46665E-10,0,0.00863787,1
610,0.001098,0.341905,2.40211,-0.00000219362,-0.00000000101785,0,0.00000219362,6.13287,1.50552,0.001098,0.000005,1.50552,-6.22221,-0.00386598,0,-0.00386598,-6.22203,0,0,0,-6.22176,10.7768,-0.000893134,-0.00289721,0,-0.00289721,-0.000714507,0,0,0,-0.000446566,0.0042773,0.00863438,-6.57529E-10,0,0.00863438,1
611,0.0010998,0.3408,2.43475,-0.00000220246,-0.00000000102309,0,0.00000220246,6.13287,1.50552,0.0010998,0.000005,1.50552,-6.22221,-0.00390082,0,-0.00390082,-6.22203,0,0,0,-6.22176,10.7768,-0.000893231,-0.00291888,0,-0.00291888,-0.000714586,0,0,0,-0.000446615,0.00430671,0.0086309,-6.68393E-10,0,0.0086309,1
612,0.0011016,0.339827,2.47292,-0.00000221043,-0.0000000010244,0,0.00000221043,6.13287,1.50552,0.0011016,0.000005,1.50552,-6.22221,-0.00393528,0,-0.00393528,-6.22203,0,0,0,-6.22176,10.7768,-0.000893189,-0.00293795,0,-0.00293795,-0.000714552,0,0,0,-0.000446593,0.00433254,0.00862581,-6.49378E-10,0,0.00862581,1
613,0.0011034,0.338871,2.51179,-0.00000221829,-0.00000000102521,0,0.00000221829,6.13287,1.50552,0.0011034,0.000005,1.50552,-6.22221,-0.00396969,0,-0.00396969,-6.22203,0,0,0,-6.22176,10.7768,-0.000893129,-0.00295668,0,-0.00295668,-0.000714504,0,0,0,-0.000446563,0.00435793,0.00862052,-6.26629E-10,0,0.00862052,1
614,0.0011052,0.337914,2.55066,-0.00000222616,-0.00000000102602,0,0.00000222616,6.13287,1.50552,0.0011052,0.000005,1.50552,-6.22221,-0.0040041,0,-0.0040041,-6.22203,0,0,0,-6.22176,10.7768,-0.000893069,-0.00297542,0,-0.00297542,-0.000714456,0,0,0,-0.000446533,0.00438334,0.00861522,-6.03879E-10,0,0.00861522,1
615,0.001107,0.336958,2.58952,-0.00000223402,-0.00000000102684,0,0.00000223402,6.13287,1.50552,0.001107,0.000005,1.50552,-6.22221,-0.00403851,0,-0.00403851,-6.22203,0,0,0,-6.22176,10.7768,-0.000893009,-0.00299415,0,-0.00299415,-0.000714409,0,0,0,-0.000446504,0.00440876,0.00860993,-5.81131E-10,0,0.00860993,1
616,0.0011088,0.336001,2.62839,-0.00000224189,-0.00000000102765,0,0.00000224189,6.13287,1.50552,0.0011088,0.000005,1.50552,-6.22221,-0.00407292,0,-0.00407292,-6.22203,0,0,0,-6.22176,10.7768,-0.000892949,-0.00301289,0,-0.00301289,-0.000714361,0,0,0,-0.000446474,0.00443419,0.00860464,-5.58382E-10,0,0.00860464,1
617,0.0011106,0.335045,2.66725,-0.00000224975,-0.00000000102846,0,0.00000224975,6.13287,1.50552,0.0011106,0.000005,1.50552,-6.22221,-0.00410733,0,-0.00410733,-6.22203,0,0,0,-6.22176,10.7768,-0.000892889,-0.00303163,0,-0.00303163,-0.000714313,0,0,0,-0.000446444,0.00445963,0.00859935,-5.35632E-10,0,0.00859935,1
618,0.0011124,0.334088,2.70612,-0.00000225762,-0.00000000102927,0,0.00000225762,6.13287,1.50552,0.0011124,0.000005,1.50552,-6.22221,-0.00414174,0,-0.00414174,-6.22203,0,0,0,-6.22176,10.7768,-0.000892829,-0.00305036,0,-0.00305036,-0.000714265,0,0,0,-0.000446414,0.00448509,0.00859406,-5.12883E-10,0,0.00859406,1
619,0.0011142,0.333132,2.74499,-0.00000226548,-0.00000000103008,0,0.00000226548,6.13287,1.50552,0.0011142,0.000005,1.50552,-6.22221,-0.00417615,0,-0.00417615,-6.22203,0,0,0,-6.22176,10.7768,-0.000892769,-0.0030691,0,-0.0030691,-0.000714217,0,0,0,-0.000446384,0.00451056,0.00858877,-4.90133E-10,0,0.00858877,1
620,0.001116,0.332175,2.78385,-0.00000227335,-0.0000000010309,0,0.00000227335,6.13287,1.50552,0.001116,0.000005,1.50552,-6.22221,-0.00421057,0,-0.00421057,-6.22203,0,0,0,-6.22176,10.7768,-0.000892709,-0.00308784,0,-0.00308784,-0.000714169,0,0,0,-0.000446354,0.00453604,0.00858347,-4.67384E-10,0,0.00858347,1
621,0.0011178,0.331219,2.82272,-0.00000228121,-0.00000000103171,0,0.00000228121,6.13287,1.50552,0.0011178,0.000005,1.50552,-6.22221,-0.00424498,0,-0.00424498,-6.22203,0,0,0,-6.22176,10.7768,-0.000892649,-0.00310657,0,-0.00310657,-0.000714121,0,0,0,-0.000446324,0.00456153,0.00857818,-4.44634E-10,0,0.00857818,1
622,0.0011196,0.330262,2.86159,-0.00000228907,-0.00000000103252,0,0.00000228908,6.13287,1.50552,0.0011196,0.000005,1.50552,-6.22221,-0.00427939,0,-0.00427939,-6.22203,0,0,0,-6.22176,10.7768,-0.000892589,-0.00312531,0,-0.00312531,-0.000714074,0,0,0,-0.000446294,0.00458704,0.00857289,-4.21885E-10,0,0.00857289,1
