Point ID,y,c,gammadot,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
22,1.48649e-05,0.263293,96.1753,0.118761,0.0035,1.48649e-05,5e-06,0.00350004,0.00953518,-7.84779e-09,0,0.00953518,1
23,1.55405e-05,0.254926,132.156,0.118764,0.0035,1.55405e-05,5e-06,0.00350004,0.00945893,-1.114e-08,0,0.00945893,1
24,1.62162e-05,0.246027,173.293,0.118769,0.0035,1.62162e-05,5e-06,0.00350004,0.00935683,-1.6276e-08,0,0.00935683,1
25,1.68919e-05,0.236178,220.934,0.118778,0.0035,1.68919e-05,5e-06,0.00350004,0.00922507,-2.13166e-08,0,0.00922507,1
26,1.75676e-05,0.224995,277.312,0.11879,0.0035,1.75676e-05,5e-06,0.00350005,0.00905872,-2.76461e-08,0,0.00905872,1
27,1.82432e-05,0.211597,346.085,0.118807,0.0035,1.82432e-05,5e-06,0.00350005,0.00885095,-6.03818e-08,0,0.00885095,1
28,1.89189e-05,0.195224,433.769,0.118832,0.0035,1.89189e-05,5e-06,0.00350005,0.00859194,-1.31683e-07,0,0.00859194,1
29,1.95946e-05,0.173579,555.691,0.118867,0.0035,1.95946e-05,5e-06,0.00350006,0.0082662,-5.56701e-08,0,0.0082662,1
30,2.02703e-05,0.140845,747.156,0.118916,0.0035,2.02703e-05,5e-06,0.00350006,0.00784368,5.02342e-07,0,0.00784368,1
31,2.09459e-05,0.0864799,1045.56,0.11897,0.0035,2.09459e-05,5e-06,0.00350007,0.00726136,8.89296e-07,0,0.00726136,1
32,2.16216e-05,0.0286021,1403.05,0.119009,0.0035,2.16216e-05,5e-06,0.00350007,0.00643572,-6.8753e-08,0,0.00643572,1
33,2.22973e-05,0.00290719,1690.1,0.119023,0.0035,2.22973e-05,5e-06,0.00350007,0.00536813,-7.72117e-07,0,0.00536813,1
34,2.2973e-05,3.508e-05,1864.43,0.119024,0.0035,2.2973e-05,5e-06,0.00350008,0.0041536,-2.82241e-07,0,0.0041536,1
35,2.36486e-05,-4.31713e-06,1990.36,0.119023,0.0035,2.36486e-05,5e-06,0.00350008,0.00285057,1.0118e-08,0,0.00285057,1
36,2.43243e-05,3.3678e-06,2111.05,0.119023,0.0035,2.43243e-05,5e-06,0.00350009,0.001466,3.38182e-08,0,0.001466,1
37,2.5e-05,-2.32248e-06,2231.69,0.119023,0.0035,2.5e-05,5e-06,0.00350009,0,0,0,0,1
