Point ID,y,c,gammadot,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
17,1.14865e-05,0.180905,64.2048,0.10015,0.0035,1.14865e-05,5e-06,0.00350002,0.0103789,1.02782e-08,0,0.0103789,1
18,1.21622e-05,0.188811,31.2826,0.100149,0.0035,1.21622e-05,5e-06,0.00350002,0.0104069,4.35657e-09,0,0.0104069,1
19,1.28378e-05,0.188811,31.283,0.100149,0.0035,1.28378e-05,5e-06,0.00350003,0.0104069,-4.44376e-09,0,0.0104069,1
20,1.35135e-05,0.180906,64.2056,0.10015,0.0035,1.35135e-05,5e-06,0.00350003,0.0103789,-1.03662e-08,0,0.0103789,1
21,1.41892e-05,0.170291,112.641,0.10015,0.0035,1.41892e-05,5e-06,0.00350003,0.0103202,-1.23824e-08,0,0.0103202,1
22,1.48649e-05,0.159591,167.272,0.100152,0.0035,1.48649e-05,5e-06,0.00350004,0.0102269,-1.39925e-08,0,0.0102269,1
23,1.55405e-05,0.148261,229.239,0.100155,0.0035,1.55405e-05,5e-06,0.00350004,0.0100945,-1.81101e-08,0,0.0100945,1
24,1.62162e-05,0.135609,300.717,0.100161,0.0035,1.62162e-05,5e-06,0.00350004,0.00991752,-2.54629e-08,0,0.00991752,1
25,1.68919e-05,0.120739,385.747,0.100168,0.0035,1.68919e-05,5e-06,0.00350004,0.00968868,-1.70835e-08,0,0.00968868,1
26,1.75676e-05,0.102021,492.577,0.100179,0.0035,1.75676e-05,5e-06,0.00350005,0.00939711,6.26428e-08,0,0.00939711,1
27,1.82432e-05,0.0761198,633.924,0.100192,0.0035,1.82432e-05,5e-06,0.00350005,0.00902445,1.93927e-07,0,0.00902445,1
28,1.89189e-05,0.0420096,812.057,0.100203,0.0035,1.89189e-05,5e-06,0.00350005,0.00854244,1.48621e-07,0,0.00854244,1
29,1.95946e-05,0.0128178,997.518,0.100211,0.0035,1.95946e-05,5e-06,0.00350006,0.00792889,-1.0337e-07,0,0.00792889,1
30,2.02703e-05,0.00131454,1150.58,0.100213,0.0035,2.02703e-05,5e-06,0.00350006,0.00719569,-1.76212e-07,0,0.00719569,1
31,2.09459e-05,1.48927e-05,1267.57,0.100213,0.0035,2.09459e-05,5e-06,0.00350007,0.00637521,-5.36845e-08,0,0.00637521,1
32,2.16216e-05,-8.48399e-07,1370.69,0.100213,0.0035,2.16216e-05,5e-06,0.00350007,0.00548407,3.66542e-09,0,0.00548407,1
33,2.22973e-05,6.94359e-07,1472.24,0.100213,0.0035,2.22973e-05,5e-06,0.00350007,0.00452436,7.3114e-09,0,0.00452436,1
34,2.2973e-05,-5.78824e-07,1573.77,0.100213,0.0035,2.2973e-05,5e-06,0.00350008,0.0034961,2.02053e-09,0,0.0034961,1
35,2.36486e-05,4.78496e-07,1675.3,0.100213,0.0035,2.36486e-05,5e-06,0.00350008,0.00239928,-1.9145e-10,0,0.00239928,1
36,2.43243e-05,-3.76299e-07,1776.84,0.100213,0.0035,2.43243e-05,5e-06,0.00350009,0.00123392,-2.99675e-10,0,0.00123392,1
37,2.5e-05,2.59745e-07,1878.37,0.100213,0.0035,2.5e-05,5e-06,0.00350009,0,0,0,0,1
